股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,4418000.0,3.01,5227000.0,-809000.0,減碼
1477,聚陽實業,1218000.0,2.47,1218000.0,0.0,持平
1519,華城電機,5000.0,0.04,5000.0,0.0,持平
1605,已清倉,0.0,,0.0,0.0,持平
2049,上銀科技,819000.0,2.85,819000.0,0.0,持平
2059,川湖科技,33000.0,1.51,33000.0,0.0,持平
2308,台達電子工業,119000.0,2.25,119000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,117000.0,0.27,117000.0,0.0,持平
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,1096000.0,22.81,1096000.0,0.0,持平
2344,華邦電子,1336000.0,1.42,1336000.0,0.0,持平
2345,智邦科技,66000.0,1.53,66000.0,0.0,持平
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,100000.0,2.12,100000.0,0.0,持平
2368,金像電子（股）公司,165000.0,1.98,165000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,14000.0,0.04,14000.0,0.0,持平
2383,台光電子材料,37000.0,1.62,37000.0,0.0,持平
2395,研華,409000.0,1.77,409000.0,0.0,持平
2408,南亞科技,221000.0,0.6,221000.0,0.0,持平
2412,中華電信,1938000.0,2.49,2638000.0,-700000.0,減碼
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,47000.0,1.56,47000.0,0.0,持平
2474,可成科技,139000.0,0.24,139000.0,0.0,持平
2881,富邦金融控股,4243000.0,3.81,4243000.0,0.0,持平
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,4612000.0,2.47,5402000.0,-790000.0,減碼
3017,奇鋐科技,65000.0,1.51,65000.0,0.0,持平
3036,文曄科技,666000.0,1.81,0.0,666000.0,新買入
3037,欣興電子,6000.0,0.05,6000.0,0.0,持平
3105,穩懋半導體,561000.0,2.53,346000.0,215000.0,加碼
3189,景碩科技,2000.0,0.01,2000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,已清倉,0.0,,26000.0,-26000.0,全部賣出
3293,鈊象電子,363000.0,2.51,363000.0,0.0,持平
3529,力旺電子,37000.0,1.23,37000.0,0.0,持平
3533,嘉澤端子工業,19000.0,0.45,19000.0,0.0,持平
3653,健策精密工業,33000.0,1.03,33000.0,0.0,持平
3661,世芯電子,39000.0,1.79,39000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,41000.0,0.82,41000.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,398000.0,1.89,398000.0,0.0,持平
4749,新應材,57000.0,0.58,57000.0,0.0,持平
4904,遠傳電信,2561000.0,2.29,2854000.0,-293000.0,減碼
4958,臻鼎科技控股,343000.0,1.5,53000.0,290000.0,加碼
5274,已清倉,0.0,,0.0,0.0,持平
6223,旺矽科技,30000.0,1.58,30000.0,0.0,持平
6239,力成科技,25000.0,0.06,25000.0,0.0,持平
6274,已清倉,0.0,,0.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,256000.0,1.33,256000.0,0.0,持平
6442,光紅建聖,64000.0,1.07,64000.0,0.0,持平
6488,環球晶圓,190000.0,1.24,190000.0,0.0,持平
6515,已清倉,0.0,,0.0,0.0,持平
6669,緯穎科技服務,41000.0,2.05,41000.0,0.0,持平
6781,AES Holding Co Ltd,127000.0,1.35,127000.0,0.0,持平
6789,采鈺科技,378000.0,1.85,378000.0,0.0,持平
6805,富世達,77000.0,1.3,77000.0,0.0,持平
7769,鴻勁精密,22000.0,1.58,22000.0,0.0,持平
8046,南亞電路板,221000.0,1.8,134000.0,87000.0,加碼
8210,勤誠興業,32000.0,0.4,32000.0,0.0,持平
8299,群聯電子,80000.0,1.74,80000.0,0.0,持平
8996,高力熱處理工業,96000.0,0.95,96000.0,0.0,持平
