股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000,0.39,413000,0,持平
1477,聚陽實業,346000,1.42,346000,0,持平
1519,華城電機,64000,0.86,64000,0,持平
1605,華新麗華,6760000,3.41,6760000,0,持平
2059,川湖科技,24000,1.11,24000,0,持平
2308,台達電子工業,153000,2.5,153000,0,持平
2313,華通電腦,814000,1.81,814000,0,持平
2317,鴻海精密工業,649000,1.87,649000,0,持平
2327,國巨,382000,1.45,382000,0,持平
2330,台灣積體電路製造,871000,20.02,871000,0,持平
2344,華邦電子,1055000,1.41,1055000,0,持平
2345,智邦科技,146000,2.23,146000,0,持平
2357,華碩電腦,133000,0.89,133000,0,持平
2360,致茂電子,106000,1.41,106000,0,持平
2368,金像電子（股）公司,135000,1.13,135000,0,持平
2379,瑞昱半導體,17000,0.11,17000,0,持平
2382,廣達電腦,325000,1.18,325000,0,持平
2383,台光電子材料,68000,1.59,68000,0,持平
2408,南亞科技,410000,1.45,410000,0,持平
2412,中華電信,1600000,2.78,1600000,0,持平
2449,京元電子,283000,1.05,283000,0,持平
2454,聯發科技,146000,3.09,146000,0,持平
2881,富邦金融控股,2051100,2.49,2051100,0,持平
2884,玉山金融控股,2046000,0.88,2046000,0,持平
2891,中國信託金融控股,2590000,1.7,2590000,0,持平
3017,奇鋐科技,80000,1.43,80000,0,持平
3036,文曄科技,1045000,1.99,1045000,0,持平
3037,欣興電子,312000,1.37,312000,0,持平
3231,緯創資通,291000,0.52,291000,0,持平
3293,鈊象電子,326000,3.12,326000,0,持平
3533,嘉澤端子工業,53000,1.0,53000,0,持平
3653,健策精密工業,37000,1.34,37000,0,持平
3661,世芯電子,27000,1.2,27000,0,持平
3665,貿聯控股（BizLink Holding In,61148,1.1,61148,0,持平
3706,神達控股,273000,0.3,273000,0,持平
3711,日月光投資控股,498000,1.99,498000,0,持平
4749,新應材,108000,1.21,108000,0,持平
4904,遠傳電信,1815000,2.11,1815000,0,持平
5274,信驊科技,9000,1.04,9000,0,持平
6223,旺矽科技,42000,1.39,42000,0,持平
6274,台燿科技,105000,0.69,105000,0,持平
6409,旭隼科技,106000,1.29,106000,0,持平
6442,光紅建聖,47000,0.83,47000,0,持平
6488,環球晶圓,207000,1.42,207000,0,持平
6515,穎崴科技,47000,2.38,47000,0,持平
6669,緯穎科技服務,16000,0.77,16000,0,持平
6781,AES Holding Co Ltd,9000,0.14,9000,0,持平
6805,富世達,46000,0.82,46000,0,持平
8046,南亞電路板,23000,0.11,23000,0,持平
8210,勤誠興業,27000,0.34,27000,0,持平
