股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000,0.47,413000,0,持平
1477,聚陽實業,207000,0.91,207000,0,持平
1519,華城電機,64000,0.75,64000,0,持平
1605,華新麗華,3110000,1.41,3110000,0,持平
2059,川湖科技,26000,1.43,26000,0,持平
2308,台達電子工業,165000,2.3,165000,0,持平
2313,華通電腦,1126000,1.69,1126000,0,持平
2317,鴻海精密工業,804000,2.66,804000,0,持平
2327,國巨,189000,0.62,189000,0,持平
2330,台灣積體電路製造,897000,19.78,897000,0,持平
2344,華邦電子,2667000,2.88,2667000,0,持平
2345,智邦科技,211000,3.7,211000,0,持平
2357,華碩電腦,125000,1.01,125000,0,持平
2360,致茂電子,80000,0.9,80000,0,持平
2368,金像電子（股）公司,146000,1.41,146000,0,持平
2379,瑞昱半導體,17000,0.12,17000,0,持平
2382,廣達電腦,323000,1.26,323000,0,持平
2383,台光電子材料,58000,1.39,58000,0,持平
2408,南亞科技,2436000,6.36,2436000,0,持平
2412,中華電信,1600000,3.09,1600000,0,持平
2449,京元電子,297000,0.97,297000,0,持平
2454,聯發科技,180000,3.7,180000,0,持平
2881,富邦金融控股,2670100,3.88,2670100,0,持平
2884,玉山金融控股,2046000,1.02,2046000,0,持平
2891,中國信託金融控股,2590000,1.93,2590000,0,持平
3017,奇鋐科技,87000,1.94,87000,0,持平
3036,文曄科技,855000,1.85,855000,0,持平
3037,欣興電子,333000,1.06,333000,0,持平
3231,緯創資通,165000,0.35,165000,0,持平
3293,鈊象電子,230000,2.42,230000,0,持平
3533,嘉澤端子工業,5000,0.1,5000,0,持平
3653,健策精密工業,42000,1.69,42000,0,持平
3661,世芯電子,28000,1.33,28000,0,持平
3665,貿聯控股（BizLink Holding In,74148,1.6,74148,0,持平
3706,神達控股,65000,0.08,65000,0,持平
3711,日月光投資控股,264000,0.92,264000,0,持平
4749,新應材,78000,0.94,78000,0,持平
4904,遠傳電信,1362000,1.77,1362000,0,持平
5274,信驊科技,11000,1.12,11000,0,持平
6223,旺矽科技,50000,1.66,50000,0,持平
6274,台燿科技,202000,1.39,202000,0,持平
6409,旭隼科技,62000,0.88,62000,0,持平
6442,光紅建聖,60000,1.07,60000,0,持平
6488,環球晶圓,131000,0.75,131000,0,持平
6515,穎崴科技,60000,2.29,60000,0,持平
6669,緯穎科技服務,16000,1.01,16000,0,持平
6781,AES Holding Co Ltd,9000,0.17,9000,0,持平
6805,富世達,27000,0.64,27000,0,持平
8046,南亞電路板,23000,0.08,23000,0,持平
8210,勤誠興業,27000,0.38,27000,0,持平
