股票代號,股票名稱,股數,權重(%)
2330,台積電,2913000.0,9.72
8299,群聯,1848000.0,7.35
2308,台達電,3094000.0,7.25
3017,奇鋐,2290000.0,6.1
2345,智邦,2526000.0,5.47
6274,台燿,5399000.0,5.37
6669,緯穎,722000.0,5.01
6223,旺矽,962000.0,4.93
3653,健策,898000.0,4.71
2383,台光電,1352000.0,4.61
3665,貿聯-KY,1483848.0,3.95
2327,國巨*,6551000.0,3.62
2368,金像電,2797000.0,3.6
3661,世芯-KY,458000.0,2.95
8210,勤誠,1563000.0,2.83
8046,南電,3788000.0,2.81
6805,富世達,1016000.0,2.71
5274,信驊,142000.0,2.33
6515,穎崴,225000.0,1.8
3037,欣興,1866000.0,1.24
3533,嘉澤,376000.0,1.06
8358,金居,1826000.0,0.97
1815,富喬,4454000.0,0.8
6415,矽力*-KY,1474000.0,0.79
2059,川湖,117000.0,0.77
6488,環球晶,766000.0,0.73
6191,精成科,3238000.0,0.7
6139,亞翔,668000.0,0.68
1319,東陽,2563000.0,0.55
2313,華通,1473000.0,0.47
5269,祥碩,172000.0,0.45
3211,順達,570000.0,0.33
3376,新日興,727000.0,0.3
6510,精測,47000.0,0.29
1802,台玻,2065000.0,0.2
3217,優群,326000.0,0.1
3008,大立光,3000.0,0.01
2357,華碩,2000.0,0.0
8996,高力,1000.0,0.0
2439,美律,2000.0,0.0
3045,台灣大,2000.0,0.0
2454,聯發科,1000.0,0.0
5536,聖暉*,1000.0,0.0
2884,玉山金,2010.0,0.0
2449,京元電子,1000.0,0.0
2317,鴻海,1000.0,0.0
3715,定穎投控,1960.0,0.0
1303,南亞,1000.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
