股票代號,股票名稱,股數,權重(%)
2330,台積電,3895000.0,9.0
2383,台光電,2412000.0,7.69
2308,台達電,4289000.0,7.21
2368,金像電,5580000.0,6.23
6223,旺矽,1346000.0,5.96
3017,奇鋐,2552000.0,5.87
2345,智邦,2892000.0,5.34
3653,健策,1247000.0,5.26
3665,貿聯-KY,2223848.0,4.46
3037,欣興,5952000.0,3.5
6510,精測,585000.0,2.88
5274,信驊,204000.0,2.63
8046,南電,4559000.0,2.62
2327,國巨*,8426000.0,2.6
6669,緯穎,510000.0,2.55
6805,富世達,1124000.0,2.54
3661,世芯-KY,588000.0,2.39
2449,京元電子,5885000.0,2.17
8210,勤誠,1856000.0,2.01
6515,穎崴,248000.0,1.93
3711,日月光投控,4257000.0,1.75
6139,亞翔,1694000.0,1.08
2454,聯發科,485000.0,1.06
6488,環球晶,1699000.0,0.89
6274,台燿,1462000.0,0.81
2404,漢唐,572000.0,0.75
3211,順達,1575000.0,0.58
4979,華星光,1219000.0,0.58
8358,金居,1864000.0,0.52
6191,精成科,3398000.0,0.4
1802,台玻,5996000.0,0.4
3376,新日興,1425000.0,0.35
3264,欣銓,1788000.0,0.33
1303,南亞,3184000.0,0.3
3533,嘉澤,99000.0,0.22
3324,雙鴻,157000.0,0.2
1319,東陽,1500000.0,0.16
2002,中鋼,4925000.0,0.12
3217,優群,354000.0,0.07
3008,大立光,6000.0,0.02
2059,川湖,3000.0,0.01
2357,華碩,4000.0,0.0
8996,高力,1000.0,0.0
1815,富喬,2000.0,0.0
2439,美律,4000.0,0.0
1326,台化,3000.0,0.0
8299,群聯,1000.0,0.0
3045,台灣大,4000.0,0.0
5536,聖暉*,3000.0,0.0
2313,華通,3000.0,0.0
3583,辛耘,4000.0,0.0
