股票代號,股票名稱,股數,權重(%)
2330,台積電,6256000.0,9.01
2383,台光電,3012000.0,7.98
2308,台達電,4711000.0,6.0
3653,健策,1906000.0,5.77
2368,金像電,6971000.0,5.61
2345,智邦,3963000.0,5.57
3017,奇鋐,3272000.0,5.52
3665,貿聯-KY,3332848.0,5.51
6223,旺矽,1521000.0,5.16
8046,南電,8389000.0,4.18
3037,欣興,9287000.0,4.14
5274,信驊,350000.0,3.5
2327,國巨*,13418000.0,3.01
6515,穎崴,311000.0,2.11
3711,日月光投控,6679000.0,2.08
2454,聯發科,1540000.0,2.02
6274,台燿,3019000.0,2.0
2449,京元電子,9479000.0,1.86
6805,富世達,1404000.0,1.84
6510,精測,633000.0,1.6
8358,金居,5508000.0,1.27
1303,南亞,16352000.0,1.02
3211,順達,3702000.0,0.89
3189,景碩,2825000.0,0.77
8210,勤誠,964000.0,0.68
3443,創意,271000.0,0.63
6147,頎邦,7884000.0,0.62
3661,世芯-KY,256000.0,0.61
6488,環球晶,1465000.0,0.55
2404,漢唐,821000.0,0.53
6669,緯穎,199000.0,0.51
5439,高技,1756000.0,0.48
4979,華星光,1037000.0,0.42
8996,高力,535000.0,0.41
3264,欣銓,3055000.0,0.37
6187,萬潤,396000.0,0.3
6191,精成科,3664000.0,0.27
2481,強茂,3648000.0,0.27
3583,辛耘,527000.0,0.26
3376,新日興,1497000.0,0.2
3324,雙鴻,166000.0,0.12
2002,中鋼,5156000.0,0.07
3217,優群,556000.0,0.06
1319,東陽,504000.0,0.03
3008,大立光,12000.0,0.02
1815,富喬,106000.0,0.01
2313,華通,60000.0,0.01
2357,華碩,11000.0,0.0
2439,美律,11000.0,0.0
3045,台灣大,11000.0,0.0
5347,世界,10000.0,0.0
