股票代號,股票名稱,股數,權重(%)
2330,台積電,11359000.0,9.23
2383,台光電,4605000.0,8.12
2454,聯發科,4463000.0,6.29
2345,智邦,6231000.0,5.87
2308,台達電,6572000.0,5.36
3665,貿聯-KY,4703848.0,4.97
2368,金像電,8260000.0,4.2
8046,南電,12658000.0,4.18
3017,奇鋐,4351000.0,4.04
6669,緯穎,2047000.0,3.97
6223,旺矽,2084000.0,3.78
3653,健策,2267000.0,3.31
3037,欣興,10387000.0,3.25
5274,信驊,483000.0,3.13
3711,日月光投控,13833000.0,2.7
2327,國巨*,17221000.0,2.45
6274,台燿,4151000.0,2.2
6515,穎崴,442000.0,1.62
2303,聯電,46374000.0,1.6
3443,創意,764000.0,1.59
2449,京元電子,12919000.0,1.41
2317,鴻海,14177000.0,1.3
6805,富世達,1761000.0,1.28
6510,精測,930000.0,1.28
8210,勤誠,1967000.0,1.11
3264,欣銓,9030000.0,0.74
3661,世芯-KY,296000.0,0.58
2404,漢唐,1394000.0,0.52
2357,華碩,1996000.0,0.5
6187,萬潤,1224000.0,0.49
5439,高技,3228000.0,0.46
8996,高力,1034000.0,0.4
8150,南茂,11334000.0,0.37
8358,金居,1980000.0,0.33
1590,亞德客-KY,530000.0,0.3
4966,譜瑞-KY,1036000.0,0.28
2313,華通,2624000.0,0.23
6415,矽力*-KY,940000.0,0.16
6191,精成科,3988000.0,0.14
2481,強茂,3654000.0,0.14
3376,新日興,1741000.0,0.13
3036,文曄,1200000.0,0.12
3217,優群,874000.0,0.06
2002,中鋼,5163000.0,0.03
1319,東陽,511000.0,0.02
1815,富喬,107000.0,0.0
2439,美律,18000.0,0.0
2337,旺宏,8000.0,0.0
6147,頎邦,1000.0,0.0
5347,世界,1000.0,0.0
