股票代號,股票名稱,股數,權重(%)
2330,台積電,11014000.0,9.56
2383,台光電,4750000.0,9.12
2454,聯發科,5088000.0,8.02
3017,奇鋐,5949000.0,7.13
3037,欣興,20300000.0,6.8
6669,緯穎,6490561.0,5.83
3653,健策,2427000.0,4.95
2345,智邦,6464000.0,4.91
2327,國巨*,24987000.0,4.64
2308,台達電,7240000.0,4.63
6223,旺矽,2476000.0,4.54
2303,聯電,89118000.0,4.05
8046,南電,9426000.0,3.7
3711,日月光投控,16811000.0,3.6
3665,貿聯-KY,4591848.0,3.5
6274,台燿,5398000.0,2.64
5274,信驊,207900.0,1.35
6805,富世達,1731000.0,1.32
2449,京元電子,12818450.0,1.21
8210,勤誠,2427000.0,0.84
3443,創意,372000.0,0.78
6510,精測,561000.0,0.68
8996,高力,1300000.0,0.56
4979,華星光,2184000.0,0.45
3264,欣銓,5028000.0,0.41
4958,臻鼎-KY,2157000.0,0.36
6278,台表科,3248000.0,0.23
6271,同欣電,2222000.0,0.17
6515,穎崴,54000.0,0.14
3376,新日興,1740000.0,0.13
6191,精成科,3988000.0,0.12
2368,金像電,219000.0,0.09
2002,中鋼,5163000.0,0.04
2313,華通,501000.0,0.04
8358,金居,1000.0,0.0
3661,世芯-KY,1000.0,0.0
2439,美律,1000.0,0.0
1590,亞德客-KY,1000.0,0.0
3008,大立光,1000.0,0.0
2382,廣達,1000.0,0.0
6187,萬潤,1000.0,0.0
2408,南亞科,1000.0,0.0
2637,慧洋-KY,1000.0,0.0
2360,致茂,1000.0,0.0
6488,環球晶,1000.0,0.0
4966,譜瑞-KY,1000.0,0.0
8150,南茂,1000.0,0.0
2317,鴻海,1000.0,0.0
5347,世界,1000.0,0.0
2481,強茂,5000.0,0.0
